,instant,dteday,season,year,month,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr
668,669,2012-10-30,Winter,2012,Oct,0,Tuesday,Misty,0.318182,0.309909,825455.0000000001,0.213009,87,1009,1096
669,670,2012-10-31,Winter,2012,Oct,0,Wednesday,Misty,0.3575,0.3611,666667.0000000001,0.166667,419,5147,5566
670,671,2012-11-01,Winter,2012,Nov,0,Thursday,Misty,0.365833,0.369942,581667.0000000001,0.157346,466,5520,5986
671,672,2012-11-02,Winter,2012,Nov,0,Friday,Clear,0.355,0.356042,522082.9999999999,0.266175,618,5229,5847
672,673,2012-11-03,Winter,2012,Nov,0,Saturday,Misty,0.343333,0.323846,491250.0,0.270529,1029,4109,5138
673,674,2012-11-04,Winter,2012,Nov,0,Sunday,Clear,0.325833,0.329538,532917.0,0.179108,1201,3906,5107
674,675,2012-11-05,Winter,2012,Nov,0,Monday,Clear,0.319167,0.308075,494167.0000000001,0.236325,378,4881,5259
675,676,2012-11-06,Winter,2012,Nov,0,Tuesday,Clear,0.280833,0.281567,567083.0,0.173513,466,5220,5686
676,677,2012-11-07,Winter,2012,Nov,0,Wednesday,Misty,0.295833,0.274621,547500.0,0.304108,326,4709,5035
677,678,2012-11-08,Winter,2012,Nov,0,Thursday,Clear,0.352174,0.341891,333478.0,0.347835,340,4975,5315
678,679,2012-11-09,Winter,2012,Nov,0,Friday,Clear,0.361667,0.355413,540833.0,0.214558,709,5283,5992
679,680,2012-11-10,Winter,2012,Nov,0,Saturday,Clear,0.389167,0.393937,645417.0000000001,0.0578458,2090,4446,6536
680,681,2012-11-11,Winter,2012,Nov,0,Sunday,Clear,0.420833,0.421713,659166.9999999999,0.1275,2290,4562,6852
681,682,2012-11-12,Winter,2012,Nov,1,Monday,Clear,0.485,0.475383,741666.9999999999,0.173517,1097,5172,6269
682,683,2012-11-13,Winter,2012,Nov,0,Tuesday,Misty,0.343333,0.323225,662916.9999999999,0.342046,327,3767,4094
683,684,2012-11-14,Winter,2012,Nov,0,Wednesday,Clear,0.289167,0.281563,552083.0,0.199625,373,5122,5495
684,685,2012-11-15,Winter,2012,Nov,0,Thursday,Misty,0.321667,0.324492,620417.0,0.152987,320,5125,5445
685,686,2012-11-16,Winter,2012,Nov,0,Friday,Clear,0.345,0.347204,524583.0,0.171025,484,5214,5698
686,687,2012-11-17,Winter,2012,Nov,0,Saturday,Clear,0.325,0.326383,545417.0000000001,0.179729,1313,4316,5629
687,688,2012-11-18,Winter,2012,Nov,0,Sunday,Clear,0.3425,0.337746,692917.0000000001,0.227612,922,3747,4669
688,689,2012-11-19,Winter,2012,Nov,0,Monday,Misty,0.380833,0.375621,623333.0,0.235067,449,5050,5499
689,690,2012-11-20,Winter,2012,Nov,0,Tuesday,Misty,0.374167,0.380667,685000.0,0.082725,534,5100,5634
690,691,2012-11-21,Winter,2012,Nov,0,Wednesday,Clear,0.353333,0.364892,613750.0,0.103246,615,4531,5146
691,692,2012-11-22,Winter,2012,Nov,1,Thursday,Clear,0.34,0.350371,580417.0,0.0528708,955,1470,2425
692,693,2012-11-23,Winter,2012,Nov,0,Friday,Clear,0.368333,0.378779,568750.0,0.148021,1603,2307,3910
693,694,2012-11-24,Winter,2012,Nov,0,Saturday,Clear,0.278333,0.248742,404583.0,0.376871,532,1745,2277
694,695,2012-11-25,Winter,2012,Nov,0,Sunday,Clear,0.245833,0.257583,468333.0,0.1505,309,2115,2424
695,696,2012-11-26,Winter,2012,Nov,0,Monday,Clear,0.313333,0.339004,535417.0000000001,0.04665,337,4750,5087
696,697,2012-11-27,Winter,2012,Nov,0,Tuesday,Misty,0.291667,0.281558,786667.0000000001,0.237562,123,3836,3959
697,698,2012-11-28,Winter,2012,Nov,0,Wednesday,Clear,0.296667,0.289762,506250.0,0.210821,198,5062,5260
698,699,2012-11-29,Winter,2012,Nov,0,Thursday,Clear,0.28087,0.298422,555652.0,0.115522,243,5080,5323
699,700,2012-11-30,Winter,2012,Nov,0,Friday,Clear,0.298333,0.323867,649583.0000000001,0.0584708,362,5306,5668
700,701,2012-12-01,Winter,2012,Dec,0,Saturday,Misty,0.298333,0.316904,806667.0000000001,0.0597042,951,4240,5191
701,702,2012-12-02,Winter,2012,Dec,0,Sunday,Misty,0.3475,0.359208,823333.0,0.124379,892,3757,4649
702,703,2012-12-03,Winter,2012,Dec,0,Monday,Clear,0.4525,0.455796,767500.0,0.0827208,555,5679,6234
703,704,2012-12-04,Winter,2012,Dec,0,Tuesday,Clear,0.475833,0.469054,733750.0,0.174129,551,6055,6606
704,705,2012-12-05,Winter,2012,Dec,0,Wednesday,Clear,0.438333,0.428012,485000.0,0.324021,331,5398,5729
705,706,2012-12-06,Winter,2012,Dec,0,Thursday,Clear,0.255833,0.258204,508750.0,0.174754,340,5035,5375
706,707,2012-12-07,Winter,2012,Dec,0,Friday,Misty,0.320833,0.321958,764167.0000000001,0.1306,349,4659,5008
707,708,2012-12-08,Winter,2012,Dec,0,Saturday,Misty,0.381667,0.389508,911250.0,0.101379,1153,4429,5582
708,709,2012-12-09,Winter,2012,Dec,0,Sunday,Misty,0.384167,0.390146,905417.0,0.157975,441,2787,3228
709,710,2012-12-10,Winter,2012,Dec,0,Monday,Misty,0.435833,0.435575,925000.0,0.190308,329,4841,5170
710,711,2012-12-11,Winter,2012,Dec,0,Tuesday,Misty,0.353333,0.338363,596666.9999999999,0.296037,282,5219,5501
711,712,2012-12-12,Winter,2012,Dec,0,Wednesday,Misty,0.2975,0.297338,538332.9999999999,0.162937,310,5009,5319
712,713,2012-12-13,Winter,2012,Dec,0,Thursday,Clear,0.295833,0.294188,485833.0,0.174129,425,5107,5532
713,714,2012-12-14,Winter,2012,Dec,0,Friday,Clear,0.281667,0.294192,642916.9999999999,0.131229,429,5182,5611
714,715,2012-12-15,Winter,2012,Dec,0,Saturday,Clear,0.324167,0.338383,650417.0000000001,0.10635,767,4280,5047
715,716,2012-12-16,Winter,2012,Dec,0,Sunday,Misty,0.3625,0.369938,838750.0,0.100742,538,3248,3786
716,717,2012-12-17,Winter,2012,Dec,0,Monday,Misty,0.393333,0.4015,907083.0,0.0982583,212,4373,4585
717,718,2012-12-18,Winter,2012,Dec,0,Tuesday,Clear,0.410833,0.409708,666250.0,0.221404,433,5124,5557
718,719,2012-12-19,Winter,2012,Dec,0,Wednesday,Clear,0.3325,0.342162,625417.0,0.184092,333,4934,5267
719,720,2012-12-20,Winter,2012,Dec,0,Thursday,Misty,0.33,0.335217,667916.9999999999,0.132463,314,3814,4128
720,721,2012-12-21,Spring,2012,Dec,0,Friday,Misty,0.326667,0.301767,556667.0000000001,0.374383,221,3402,3623
721,722,2012-12-22,Spring,2012,Dec,0,Saturday,Clear,0.265833,0.236113,441250.0,0.407346,205,1544,1749
722,723,2012-12-23,Spring,2012,Dec,0,Sunday,Clear,0.245833,0.259471,515417.0,0.133083,408,1379,1787
723,724,2012-12-24,Spring,2012,Dec,0,Monday,Misty,0.231304,0.2589,791303.9999999999,0.0772304,174,746,920
724,725,2012-12-25,Spring,2012,Dec,1,Tuesday,Misty,0.291304,0.294465,734782.9999999999,0.168726,440,573,1013
725,726,2012-12-26,Spring,2012,Dec,0,Wednesday,Light_rainsnow,0.243333,0.220333,823333.0,0.316546,9,432,441
726,727,2012-12-27,Spring,2012,Dec,0,Thursday,Misty,0.254167,0.226642,652916.9999999999,0.350133,247,1867,2114
727,728,2012-12-28,Spring,2012,Dec,0,Friday,Misty,0.253333,0.255046,590000.0,0.155471,644,2451,3095
728,729,2012-12-29,Spring,2012,Dec,0,Saturday,Misty,0.253333,0.2424,752916.9999999999,0.124383,159,1182,1341
729,730,2012-12-30,Spring,2012,Dec,0,Sunday,Clear,0.255833,0.2317,483333.0,0.350754,364,1432,1796
730,731,2012-12-31,Spring,2012,Dec,0,Monday,Misty,0.215833,0.223487,577500.0,0.154846,439,2290,2729
